back-ordered,L123AAS,577976,854287,765.253,594854,567,20250313173117
shipped,G873VWED9,345247,244441,99.999,453839,412,20240601102444
shipped,L123AAS,292241,838862,765.253,453951,324,20240818102151
back-ordered,S772B123,205578,186853,8765.44,350879,362,20240526075228
back-ordered,L123AAS,380531,175278,765.253,293163,576,20250503035022
back-ordered,L123AAS,474951,748911,765.253,119142,706,20250410045217
back-ordered,J77442211,965110,509836,555.55,440494,185,20250412113705
back-ordered,J1234,295525,999668,123.45,324773,610,20240621125931
pending,G873VWED9,670884,953086,99.999,780993,117,20250221182506
shipped,J955AAS,807338,836399,44441.22,463534,535,20241227165355
pending,J77442211,169493,265227,555.55,335665,979,20240730123224
shipped,J77442211,169542,79128,555.55,757840,999,20240701035939
delayed,L123AAS,580470,398919,765.253,114563,166,20250117004534
pending,J6V123,833105,166170,11111.11,212628,492,20240916043205
shipped,G873VWED9,358733,99025,99.999,68927,253,20240817183949
back-ordered,J6V123,980786,876886,11111.11,189121,948,20250115221411
shipped,L123AAS,726787,600040,765.253,908362,985,20250119132557
pending,J77442211,659033,637560,555.55,914851,598,20240621090747
delayed,J6V123,946825,605612,11111.11,839802,117,20250322172123
back-ordered,S772B123,786207,957012,8765.44,778463,961,20250419040222
pending,G873VWED9,898610,181561,99.999,43960,512,20241012161312
back-ordered,K555H99,897909,453159,999.99,953606,186,20250331101102
pending,K555H99,444035,282675,999.99,306559,66,20241023044753
shipped,J6V123,192001,319733,11111.11,655264,552,20250130114917
back-ordered,K555H99,261192,27729,999.99,645993,500,20240801013545
back-ordered,L123AAS,803588,411948,765.253,569674,217,20241109215735
pending,J1234,911771,584339,123.45,995958,388,20250314103507
delayed,J6V123,15693,442764,11111.11,578099,498,20250129234251
delayed,J77442211,739666,573300,555.55,896336,896,20250416135428
pending,G873VWED9,703112,877612,99.999,147448,158,20240828212825
pending,S772B123,304055,525998,8765.44,290695,152,20240925013427
shipped,K555H99,285655,940458,999.99,219616,533,20241202071057
shipped,J955AAS,930219,65378,44441.22,157823,260,20240930151928
back-ordered,J955AAS,902915,899062,44441.22,852640,271,20240812085056
back-ordered,J9876543,912762,106340,100.0,126681,888,20240715054142
delayed,J955AAS,445184,946871,44441.22,863838,384,20240925034821
delayed,J77442211,735811,665090,555.55,519333,882,20240511175201
pending,J6V123,582934,137447,11111.11,633484,88,20240526004510
delayed,J955AAS,245595,78975,44441.22,301656,558,20250401150227
delayed,J1234,738412,29949,123.45,62128,999,20241109181534
shipped,L123AAS,611009,303050,765.253,273915,503,20241005192541
pending,G873VWED9,87411,67278,99.999,989319,842,20240907060051
shipped,J77442211,647243,676660,555.55,384729,648,20240526062425
pending,J955AAS,769936,254940,44441.22,104605,791,20240528082305
shipped,J77442211,18200,211229,555.55,24974,422,20250404064801
shipped,J955AAS,608875,722660,44441.22,241382,800,20240802201534
shipped,S772B123,87411,676093,8765.44,751981,198,20240524174614
pending,J6V123,966391,698604,11111.11,359959,504,20240614150219
shipped,J6V123,152409,325995,11111.11,262612,520,20241112162519
back-ordered,G873VWED9,688665,965105,99.999,297008,409,20250304220835
pending,K555H99,69356,240090,999.99,363853,592,20250306181134
pending,G873VWED9,796632,608855,99.999,168807,677,20240606154037
shipped,J955AAS,529274,633228,44441.22,895945,888,20241207081103
shipped,J955AAS,476749,768134,44441.22,669045,423,20240904014143
back-ordered,K555H99,464713,234980,999.99,192319,171,20250407141848
shipped,K555H99,149605,47836,999.99,981286,990,20241124113145
shipped,J6V123,931104,866667,11111.11,352739,241,20240809074248
back-ordered,K555H99,288024,917189,999.99,526091,997,20240906025237
pending,J9876543,930219,441582,100.0,44572,93,20250124151747
pending,J6V123,362767,270968,11111.11,437769,407,20240723170017
delayed,K555H99,401548,139750,999.99,771251,136,20240602181853
delayed,L123AAS,922474,571922,765.253,198407,666,20240821065402
shipped,K555H99,84435,520591,999.99,985288,646,20250212200053
pending,J77442211,804165,785282,555.55,48325,937,20250309032133
shipped,K555H99,11890,96243,999.99,783395,410,20240804145537
shipped,J9876543,47255,74106,100.0,694041,618,20240616081300
pending,S772B123,775845,376097,8765.44,729939,446,20240731130228
delayed,L123AAS,717925,871386,765.253,510261,337,20240629092606
shipped,K555H99,828281,865022,999.99,903959,788,20250411184804
shipped,L123AAS,484723,406140,765.253,91950,476,20241108163340
pending,K555H99,225593,982808,999.99,675615,877,20250310025647
shipped,J1234,559991,129175,123.45,356217,206,20240711190121
back-ordered,G873VWED9,436447,161824,99.999,696458,859,20241123115133
shipped,G873VWED9,171967,13654,99.999,436658,477,20250216113205
back-ordered,J1234,458688,183216,123.45,988364,302,20250118004518
back-ordered,J6V123,272670,651469,11111.11,718384,565,20250502145223
pending,G873VWED9,30228,866762,99.999,820951,767,20241211235023
back-ordered,G873VWED9,602898,315724,99.999,135984,200,20250111074718
pending,L123AAS,375102,163399,765.253,688692,597,20240712003729
back-ordered,J955AAS,299841,321662,44441.22,691991,81,20250130131442
pending,G873VWED9,842923,810865,99.999,94214,180,20250408101708
delayed,J9876543,57291,693063,100.0,384822,549,20241115112939
shipped,J955AAS,106998,974594,44441.22,759013,592,20250419195023
delayed,J77442211,490838,243395,555.55,349284,629,20250222002232
shipped,J6V123,171351,332936,11111.11,234396,274,20241129004019
delayed,L123AAS,583972,511412,765.253,808774,712,20240910230521
delayed,J6V123,514777,828894,11111.11,142769,404,20250203183545
delayed,J1234,266580,679444,123.45,963555,490,20240814203149
shipped,L123AAS,307180,740399,765.253,454176,581,20240805044224
pending,J1234,131964,870693,123.45,618831,367,20240904015039
pending,J6V123,722927,442614,11111.11,140685,555,20250427164851
back-ordered,S772B123,775373,233215,8765.44,472664,977,20240927052417
back-ordered,J77442211,570552,184323,555.55,179031,758,20240808020939
shipped,J1234,746523,330242,123.45,671187,125,20250428121938
back-ordered,L123AAS,42212,424038,765.253,133074,887,20241115175844
back-ordered,K555H99,854293,843449,999.99,336400,469,20250330193919
delayed,J955AAS,794825,108791,44441.22,262708,342,20240808150038
delayed,J1234,789797,518663,123.45,789450,960,20240708015413
shipped,J77442211,628307,821043,555.55,143748,273,20240902150601
pending,J1234,132402,625606,123.45,258632,925,20241108034717
back-ordered,S772B123,60643,814571,8765.44,385597,594,20240721083023
shipped,G873VWED9,150548,164110,99.999,14773,307,20241124192144
pending,J1234,195094,679791,123.45,774469,327,20240727163703
delayed,J77442211,81703,623789,555.55,900075,500,20240827044655
pending,J1234,72500,704201,123.45,576165,213,20241115030738
pending,J77442211,252064,582792,555.55,903038,443,20241120171945
pending,J77442211,523795,587337,555.55,87063,850,20250327221232
delayed,J6V123,731316,490596,11111.11,851585,344,20240512012946
pending,J9876543,876879,974979,100.0,602868,68,20241126153735
pending,K555H99,656106,629919,999.99,5567,711,20241213093451
pending,G873VWED9,381584,115008,99.999,660448,356,20240626103420
pending,S772B123,720521,294950,8765.44,974427,741,20250314202127
delayed,S772B123,971478,729118,8765.44,740923,85,20240924033845
shipped,J77442211,727572,77403,555.55,888642,700,20240917012158
back-ordered,K555H99,413909,177379,999.99,939512,856,20250102151559
delayed,J9876543,355577,92575,100.0,583024,639,20241208113513
pending,K555H99,267085,232725,999.99,797446,392,20241017170557
pending,J955AAS,621843,54648,44441.22,462676,910,20250110140117
shipped,G873VWED9,651329,87725,99.999,678161,119,20240608224554
delayed,K555H99,211438,348660,999.99,844381,739,20240518182713
back-ordered,J1234,809990,381931,123.45,790075,619,20241010010233
shipped,G873VWED9,643870,318862,99.999,346188,680,20240805001942
shipped,L123AAS,835647,824166,765.253,440757,510,20241231214543
delayed,K555H99,109088,747554,999.99,282089,319,20241229101659
delayed,J1234,195094,640890,123.45,193629,416,20241220023358
pending,J9876543,754510,83584,100.0,435365,357,20240618132148
shipped,J9876543,737957,101808,100.0,673270,87,20241106004515
back-ordered,J955AAS,30228,378313,44441.22,623759,339,20250227014828
shipped,L123AAS,906663,268538,765.253,925301,563,20241026074951
shipped,J9876543,492084,534622,100.0,124583,972,20250416173333
delayed,J1234,519595,711658,123.45,897350,262,20241130002940
shipped,J6V123,745138,498634,11111.11,40809,68,20240508004847
back-ordered,L123AAS,928007,625377,765.253,424961,975,20250103154923
delayed,J77442211,84435,934486,555.55,855433,263,20241101182622
pending,L123AAS,588902,558062,765.253,785938,844,20240912153700
pending,J9876543,320895,921686,100.0,237776,810,20250222094823
pending,S772B123,219156,136384,8765.44,705027,614,20250212095446
shipped,K555H99,699333,339273,999.99,125212,646,20240915004729
back-ordered,J77442211,565163,895446,555.55,171246,663,20250314155815
back-ordered,G873VWED9,849559,415041,99.999,617293,375,20241215114610
pending,J955AAS,975092,768293,44441.22,462542,361,20250129112759
back-ordered,J9876543,393979,219985,100.0,907523,505,20250228030100
delayed,J77442211,206896,133784,555.55,283375,120,20241215205415
shipped,G873VWED9,208392,538721,99.999,31389,953,20240904030855
delayed,L123AAS,702987,21437,765.253,13096,791,20250420201642
shipped,J9876543,236033,153593,100.0,262201,191,20241218055058
shipped,K555H99,931196,108791,999.99,962965,863,20241217073537
shipped,J77442211,358733,846107,555.55,535591,598,20240905212051
pending,J955AAS,928007,48379,44441.22,207495,698,20241021062721
shipped,J6V123,657671,429926,11111.11,273467,730,20240714130442
back-ordered,S772B123,926604,228716,8765.44,365652,51,20250106013706
pending,J77442211,306556,639426,555.55,749074,582,20241120051559
pending,J6V123,966391,127538,11111.11,614931,592,20240715180721
pending,J77442211,652953,663323,555.55,572633,953,20240720200600
delayed,J955AAS,576400,270907,44441.22,805688,153,20240808040029
back-ordered,J955AAS,267085,931358,44441.22,648912,171,20241122100822
shipped,J955AAS,323201,491224,44441.22,765507,127,20250328053707
delayed,K555H99,448809,515339,999.99,791303,484,20241024005019
delayed,J955AAS,171027,413310,44441.22,424235,104,20240601235400
pending,G873VWED9,860651,280418,99.999,173473,121,20241001221817
shipped,J955AAS,517365,104376,44441.22,589128,65,20241020032744
back-ordered,J9876543,132174,792758,100.0,517825,570,20250131093108
shipped,S772B123,775362,552382,8765.44,607128,625,20241202142900
delayed,K555H99,79861,450511,999.99,968058,235,20250411003740
back-ordered,S772B123,386109,228110,8765.44,999519,780,20250110121906
delayed,G873VWED9,762772,789551,99.999,98673,278,20241205063346
back-ordered,J9876543,220980,567685,100.0,791347,110,20240512004006
back-ordered,L123AAS,394096,80858,765.253,730602,578,20241021203749
back-ordered,J1234,921971,875436,123.45,654583,54,20241120230005
back-ordered,K555H99,121753,666265,999.99,748198,282,20250106000153
pending,L123AAS,161046,757699,765.253,348205,123,20241217103827
delayed,G873VWED9,862634,800100,99.999,844581,333,20240731234025
delayed,J955AAS,880274,18432,44441.22,713093,902,20250414102034
back-ordered,J6V123,786207,290485,11111.11,966880,664,20241022160515
shipped,S772B123,912762,467420,8765.44,3251,498,20240913184107
shipped,J77442211,715092,792813,555.55,362272,700,20240528191711
pending,G873VWED9,228069,290710,99.999,880745,258,20240705160814
delayed,J1234,338509,570559,123.45,154356,881,20241002202856
shipped,J955AAS,669189,393641,44441.22,976962,472,20240805125638
shipped,J1234,12385,407705,123.45,815192,343,20250417005017
back-ordered,J6V123,281089,987890,11111.11,267841,784,20250107140617
pending,S772B123,649930,103144,8765.44,762939,288,20250422205627
delayed,J955AAS,829218,934486,44441.22,490290,636,20240526171649
delayed,J6V123,259976,245672,11111.11,283044,737,20241211172305
delayed,S772B123,449696,320114,8765.44,189363,214,20241001040006
pending,J9876543,323734,28096,100.0,991671,409,20240719005003
pending,J9876543,79375,317287,100.0,686353,238,20240912050410
delayed,J1234,404865,295547,123.45,308374,694,20241218070521
shipped,K555H99,676632,470930,999.99,317273,671,20241226231600
pending,J6V123,460158,97580,11111.11,744801,412,20250102173131
pending,J955AAS,558066,159928,44441.22,609882,171,20240919192703
back-ordered,J1234,13128,917071,123.45,834021,490,20240819033406
back-ordered,J6V123,467792,377489,11111.11,303824,492,20240716121753
shipped,S772B123,863202,937729,8765.44,269237,935,20250112013137
pending,G873VWED9,651329,779580,99.999,95009,362,20240603084418
delayed,K555H99,288024,828795,999.99,449560,572,20250329085820
pending,J77442211,809553,248132,555.55,905791,338,20240531213645
pending,G873VWED9,922219,625606,99.999,576051,109,20250424073035
delayed,J77442211,258717,872924,555.55,441485,80,20240918205939
pending,K555H99,595923,991032,999.99,318162,270,20240524155402
pending,J955AAS,643870,47836,44441.22,961237,990,20241031193242
back-ordered,J955AAS,785103,812070,44441.22,382606,916,20240821031833
delayed,J77442211,725815,499312,555.55,293536,360,20240724202341
delayed,L123AAS,271079,783477,765.253,373168,816,20241108000218
back-ordered,J1234,171967,380153,123.45,566200,339,20240811210013
shipped,G873VWED9,858600,314438,99.999,262834,879,20250214055604
delayed,J1234,727572,14271,123.45,472081,252,20240605120420
delayed,J77442211,691451,978723,555.55,571030,450,20240719105933
shipped,J1234,94576,133785,123.45,962711,553,20240615113444
pending,L123AAS,316294,521062,765.253,64532,275,20240913082436
pending,J6V123,720313,346899,11111.11,863777,626,20241114042737
back-ordered,K555H99,430504,84314,999.99,300614,334,20240819150557
delayed,J9876543,915407,944319,100.0,233395,682,20240528072747
shipped,J955AAS,34907,745814,44441.22,322076,189,20240910193832
shipped,K555H99,249954,337446,999.99,852163,324,20240605064716
shipped,G873VWED9,432816,405854,99.999,842954,569,20240903050348
delayed,S772B123,356119,100788,8765.44,296482,772,20240903004301
pending,J6V123,663005,130301,11111.11,867008,204,20240709233843
shipped,J9876543,489076,415485,100.0,474418,413,20240810092641
pending,S772B123,845990,668254,8765.44,498205,113,20250419172855
pending,K555H99,88985,427807,999.99,500201,341,20250113133115
back-ordered,L123AAS,656175,122550,765.253,904250,311,20250403161817
pending,L123AAS,759325,328033,765.253,749880,256,20241001100336
shipped,S772B123,226868,737756,8765.44,513988,904,20240730031404
back-ordered,J1234,88960,649332,123.45,821662,996,20240618225437
pending,S772B123,658095,968874,8765.44,170292,648,20240820184745
shipped,J9876543,878035,610086,100.0,303667,472,20240907040029
back-ordered,J9876543,15787,311632,100.0,73721,635,20250421151750
back-ordered,S772B123,565024,316391,8765.44,79532,672,20241015151610
back-ordered,J1234,355577,891255,123.45,589325,874,20241114233518
back-ordered,J6V123,788458,184716,11111.11,773116,466,20240718143802
shipped,J6V123,79375,534580,11111.11,551501,216,20240624214611
pending,J9876543,339595,897153,100.0,59651,848,20240714235305
back-ordered,G873VWED9,576163,923226,99.999,956389,896,20241026094923
back-ordered,L123AAS,232995,716673,765.253,322069,446,20240925015559
delayed,L123AAS,652103,135108,765.253,19134,770,20241109163056
pending,J77442211,988812,441230,555.55,153871,124,20241206054808
shipped,J955AAS,615663,712339,44441.22,54895,104,20240825174847
back-ordered,J1234,930138,131354,123.45,784132,210,20240723225619
back-ordered,J9876543,192978,754876,100.0,510679,932,20241023071435
pending,J77442211,560829,407464,555.55,303506,454,20250111044040
delayed,G873VWED9,377847,626316,99.999,802554,400,20250422020903
pending,J77442211,583972,582859,555.55,201282,224,20241021213242
back-ordered,S772B123,584972,950457,8765.44,583477,259,20250114002550
shipped,K555H99,804165,571922,999.99,438569,960,20250308031934
delayed,L123AAS,467869,75854,765.253,752908,205,20241023023728
pending,J9876543,171719,137447,100.0,84270,282,20240623152235
back-ordered,K555H99,565163,46248,999.99,19786,389,20240703175908
back-ordered,J1234,661357,213115,123.45,633295,889,20250111052016
delayed,J77442211,497555,933831,555.55,698279,892,20240806064138
shipped,S772B123,208392,342221,8765.44,509629,895,20240823145118
pending,L123AAS,376866,766441,765.253,138575,67,20240806150934
back-ordered,J9876543,921971,866007,100.0,708483,420,20250502175841
back-ordered,J9876543,36989,433160,100.0,223852,837,20250317141918
pending,J9876543,214086,825472,100.0,786379,543,20240917022151
back-ordered,K555H99,350584,334065,999.99,101738,540,20241116212216
shipped,S772B123,469450,838613,8765.44,905703,538,20240718060516
back-ordered,J1234,187381,757258,123.45,69976,883,20241123162045
pending,J955AAS,167788,706121,44441.22,645436,561,20241018122515
pending,J9876543,476621,91584,100.0,431970,801,20240508012351
delayed,K555H99,405971,870125,999.99,198658,592,20240726174724
pending,L123AAS,785103,593714,765.253,102732,391,20241017133455
delayed,L123AAS,443876,494789,765.253,207830,166,20250113120044
delayed,J77442211,776199,856990,555.55,395676,244,20250302062433
back-ordered,K555H99,567978,976409,999.99,322359,893,20241013002207
pending,G873VWED9,76943,878813,99.999,989465,698,20240514184531
pending,S772B123,636804,815737,8765.44,141415,848,20241220060848
back-ordered,J6V123,847478,503880,11111.11,762654,247,20250301074646
pending,J1234,394096,588487,123.45,898392,223,20240518121836
back-ordered,K555H99,169542,18198,999.99,910752,944,20250108002815
shipped,J955AAS,611009,864457,44441.22,958292,812,20240918142957
back-ordered,J955AAS,775373,228716,44441.22,62989,524,20240913030542
back-ordered,L123AAS,840098,584762,765.253,930532,111,20250304045955
delayed,G873VWED9,70002,968874,99.999,221969,956,20250210115937
back-ordered,K555H99,644909,839564,999.99,219549,414,20240731081832
back-ordered,J1234,691513,222461,123.45,518289,464,20240910120843
back-ordered,J77442211,715988,192477,555.55,847172,815,20241022110545
shipped,J9876543,258617,831929,100.0,153828,721,20241010163531
pending,K555H99,449338,692034,999.99,253701,539,20250315131449
delayed,J1234,984702,157647,123.45,479969,204,20250119113118
shipped,J9876543,937980,403330,100.0,671683,211,20240613195214
back-ordered,L123AAS,656175,497536,765.253,303292,975,20250324032950
back-ordered,J6V123,45722,239641,11111.11,145754,828,20240605191740
shipped,J6V123,693869,648898,11111.11,691488,59,20240727080817
pending,J955AAS,252064,159291,44441.22,28318,195,20241023162747
shipped,J1234,734972,433160,123.45,585855,590,20250313224037
back-ordered,K555H99,376222,749705,999.99,328944,822,20250224192003
pending,L123AAS,667976,232756,765.253,870754,891,20240723043058
back-ordered,J77442211,192978,10946,555.55,29817,531,20250118040429
shipped,S772B123,339038,101808,8765.44,923438,880,20250103112221
delayed,G873VWED9,226757,582859,99.999,512334,489,20240620071815
back-ordered,J955AAS,666881,318929,44441.22,318701,169,20250313165000
pending,J6V123,885383,396430,11111.11,753026,247,20240929194655
delayed,S772B123,346341,916861,8765.44,796168,705,20240620110520
pending,J955AAS,270796,853682,44441.22,814278,156,20241101153243
shipped,K555H99,140578,244736,999.99,38261,332,20250327235112
pending,L123AAS,33963,825731,765.253,833844,284,20240727161113
pending,J6V123,530129,117797,11111.11,965827,98,20240906140154
pending,K555H99,59214,762450,999.99,908234,486,20240626185130
delayed,S772B123,296928,477089,8765.44,624819,675,20240716070218
back-ordered,G873VWED9,150982,489016,99.999,876204,154,20240814232836
delayed,L123AAS,362767,969276,765.253,164775,360,20241012100948
delayed,G873VWED9,108721,494905,99.999,697693,333,20241030195038
shipped,J1234,777750,142862,123.45,16123,780,20241101045816
back-ordered,J77442211,848943,591201,555.55,644026,216,20241101191830
delayed,J955AAS,262049,689201,44441.22,853411,450,20241112095515
back-ordered,J9876543,443876,589828,100.0,924488,452,20240927210947
pending,J6V123,647243,170864,11111.11,825456,239,20241206010027
shipped,J955AAS,81703,656610,44441.22,482030,365,20250120133031
back-ordered,K555H99,506214,500174,999.99,298094,997,20241115071701
pending,J9876543,707532,983433,100.0,220764,921,20241220191425
delayed,J6V123,499137,430039,11111.11,703260,747,20240721130804
back-ordered,L123AAS,802813,818079,765.253,506955,641,20240520183052
shipped,G873VWED9,720197,702354,99.999,401347,139,20240826064842
shipped,L123AAS,655599,803911,765.253,816359,891,20250422040335
back-ordered,G873VWED9,205578,859190,99.999,460641,347,20250102084158
pending,J77442211,202600,652488,555.55,486477,385,20240529005108
delayed,G873VWED9,915491,520360,99.999,9130,719,20240613170435
pending,J1234,644909,529013,123.45,261131,313,20241221110416
shipped,K555H99,891310,106739,999.99,630575,566,20250322194555
shipped,J1234,596793,722660,123.45,18334,871,20240827090027
pending,J6V123,937980,739020,11111.11,548477,794,20250122204921
back-ordered,G873VWED9,764130,240366,99.999,566705,515,20240603120921
shipped,J1234,226757,489092,123.45,893601,433,20250228025748
back-ordered,J6V123,532327,982432,11111.11,372730,513,20250423045648
delayed,J955AAS,356119,707793,44441.22,84401,644,20250404175111
back-ordered,J6V123,406195,436582,11111.11,57821,408,20250215142224
pending,J9876543,272670,489676,100.0,854017,948,20241222194930
shipped,G873VWED9,513458,36011,99.999,19953,166,20241210140039
back-ordered,L123AAS,603066,218484,765.253,358932,595,20250405012116
pending,J1234,374781,787285,123.45,89157,910,20250221135043
back-ordered,S772B123,895590,980027,8765.44,662549,815,20240621173410
back-ordered,J1234,776199,765616,123.45,678842,630,20240903220039
shipped,J955AAS,465731,18693,44441.22,336237,707,20241017071536
pending,L123AAS,189935,342431,765.253,225022,839,20250130155013
pending,L123AAS,647243,623880,765.253,992002,941,20250108232256
pending,J955AAS,307180,635865,44441.22,305062,477,20250113105833
delayed,J77442211,697174,477561,555.55,641176,538,20240624234002
pending,L123AAS,13811,14503,765.253,398188,70,20250225142300
shipped,J77442211,338509,607477,555.55,783299,771,20250220031426
pending,J9876543,206061,363615,100.0,186294,922,20240510200535
shipped,J1234,647243,233861,123.45,977939,437,20240704113805
delayed,J6V123,264463,740519,11111.11,712380,187,20250215034041
delayed,K555H99,427065,361327,999.99,950045,946,20240912182654
delayed,J9876543,569961,292480,100.0,418065,808,20241010055838
shipped,J9876543,794825,144307,100.0,693293,115,20240720030147
pending,G873VWED9,489373,975436,99.999,406249,364,20240903161844
delayed,J77442211,699556,238578,555.55,667048,432,20240507111007
back-ordered,J77442211,266084,675448,555.55,473763,75,20240603034322
pending,J9876543,362767,307096,100.0,23278,977,20240527174631
delayed,K555H99,147343,708338,999.99,335814,906,20250210062725
pending,J6V123,480690,491298,11111.11,41681,197,20240614174030
back-ordered,J955AAS,776441,851732,44441.22,450563,389,20241117211457
back-ordered,J6V123,989584,272694,11111.11,723390,620,20240607160001
shipped,J9876543,838564,774575,100.0,73046,900,20241021142444
pending,G873VWED9,288178,119463,99.999,905821,421,20250311001600
pending,J9876543,970027,36566,100.0,988389,284,20240921194045
pending,L123AAS,130716,636568,765.253,416584,541,20250117151800
shipped,S772B123,376866,930174,8765.44,228468,472,20240912032940
delayed,J1234,436658,897594,123.45,235242,602,20250221094958
pending,J9876543,212925,574407,100.0,934679,631,20241114234858
pending,J955AAS,722237,29630,44441.22,716120,709,20250209173014
shipped,K555H99,741523,520148,999.99,394429,299,20240801041631
delayed,J1234,610884,802653,123.45,661554,693,20241125221232
delayed,L123AAS,250200,713032,765.253,413869,805,20241031162949
back-ordered,J6V123,362767,275362,11111.11,197631,328,20250131163120
pending,J77442211,264210,811480,555.55,254143,168,20240909141240
back-ordered,G873VWED9,891310,307818,99.999,513947,565,20250107034442
